==24557== NVPROF is profiling process 24557, command: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 5 9 9
==24557== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 5 9 9
==24557== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
13.8720s     864ns             (43 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12852]
13.8835s  2.3680us                    -               -         -         -         -  15.188KB  6.1165GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.8836s  1.2160us                    -               -         -         -         -  7.5938KB  5.9556GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.8838s  2.1120us                    -               -         -         -         -  21.391KB  9.6589GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.8839s  3.4240us                    -               -         -         -         -  21.391KB  5.9579GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.8840s  2.1120us                    -               -         -         -         -  21.391KB  9.6589GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.8840s  3.4240us                    -               -         -         -         -  21.391KB  5.9579GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.8841s  2.3680us                    -               -         -         -         -  21.391KB  8.6147GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.8842s  2.1120us                    -               -         -         -         -  5.6406KB  2.5470GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.8842s  2.0480us                    -               -         -         -         -  5.6406KB  2.6266GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.8843s  2.1120us                    -               -         -         -         -  5.6406KB  2.5470GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.8843s  2.0800us                    -               -         -         -         -  5.6406KB  2.5862GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.8844s  1.2170us                    -               -         -         -         -  5.6406KB  4.4201GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.8851s  2.0800us             (21 1 1)        (32 1 1)        42        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13140]
13.8854s  12.384us                    -               -         -         -         -  128.34KB  9.8836GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.8855s  7.4560us                    -               -         -         -         -  64.172KB  8.2080GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.8863s  17.248us             (43 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13146]
13.8896s  2.0800us                    -               -         -         -         -  10.695KB  4.9038GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.8896s  2.5920us                    -               -         -         -         -  10.695KB  3.9351GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.8896s  1.1840us                    -               -         -         -         -  10.695KB  8.6147GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.8897s     928ns             (43 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13209]
13.8900s  17.120us             (43 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13211]
13.8916s  2.0480us                    -               -         -         -         -  10.695KB  4.9804GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.8916s  2.6240us                    -               -         -         -         -  10.695KB  3.8871GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.8916s  1.2160us                    -               -         -         -         -  10.695KB  8.3880GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.8926s  1.2160us                    -               -         -         -         -  2.8203KB  2.2119GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.8926s  1.8880us                    -               -         -         -         -  2.8203KB  1.4246GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.8964s  1.2160us                    -               -         -         -         -  2.8203KB  2.2119GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.8965s  1.9200us                    -               -         -         -         -  2.8203KB  1.4009GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.8965s  1.2160us                    -               -         -         -         -  2.8203KB  2.2119GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.8972s     832ns             (12 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13421]
13.9078s  1.1840us                    -               -         -         -         -  3.7969KB  3.0583GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.9079s  1.1840us                    -               -         -         -         -  1.8984KB  1.5291GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.9081s  2.0800us                    -               -         -         -         -  5.6406KB  2.5862GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.9081s  1.8560us                    -               -         -         -         -  5.6406KB  2.8983GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.9082s  2.1120us                    -               -         -         -         -  5.6406KB  2.5470GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.9083s  1.7600us                    -               -         -         -         -  5.6406KB  3.0564GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.9083s  1.2160us                    -               -         -         -         -  5.6406KB  4.4238GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.9084s  1.1840us                    -               -         -         -         -  1.5625KB  1.2585GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.9084s  1.6000us                    -               -         -         -         -  1.5625KB  953.67MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.9086s  1.1840us                    -               -         -         -         -  1.5625KB  1.2585GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.9086s  1.6000us                    -               -         -         -         -  1.5625KB  953.67MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.9086s  1.2160us                    -               -         -         -         -  1.5625KB  1.2254GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.9094s  1.7280us              (6 1 1)        (32 1 1)        42        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13683]
13.9096s  3.2640us                    -               -         -         -         -  33.844KB  9.8885GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.9097s  1.4080us                    -               -         -         -         -  16.922KB  11.462GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.9105s  12.288us             (12 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13689]
13.9137s  1.2160us                    -               -         -         -         -  2.8203KB  2.2119GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.9137s  1.8560us                    -               -         -         -         -  2.8203KB  1.4492GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.9137s  1.2160us                    -               -         -         -         -  2.8203KB  2.2119GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.9138s     832ns             (12 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13752]
