==19457== NVPROF is profiling process 19457, command: python3 /home/clara/GMGGPU-Evaluation/untitled/3D.py 5 9 9
==19457== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/3D.py 5 9 9
==19457== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
13.1263s  9.5680us                    -               -         -         -         -  1.2744MB  130.08GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.1263s  104.13us                    -               -         -         -         -  1.2744MB  11.952GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.1273s  10.272us                    -               -         -         -         -  1.2744MB  121.16GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.1273s  103.78us                    -               -         -         -         -  1.2744MB  11.993GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.1275s  103.52us                    -               -         -         -         -  1.2744MB  12.022GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.2807s  2.7160ms           (5184 1 1)        (32 1 1)        52        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [10051]
13.2885s  51.937us                    -               -         -         -         -  5.7085MB  107.34GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.2886s  457.47us                    -               -         -         -         -  5.7085MB  12.186GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.2902s  455.36us                    -               -         -         -         -  5.7085MB  12.242GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.2938s  49.312us                    -               -         -         -         -  5.7085MB  113.05GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.2938s  457.79us                    -               -         -         -         -  5.7085MB  12.177GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.2947s  455.17us                    -               -         -         -         -  5.7085MB  12.248GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.2971s  51.456us                    -               -         -         -         -  5.7085MB  108.34GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.2971s  488.83us                    -               -         -         -         -  5.7085MB  11.404GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.3126s  52.928us                    -               -         -         -         -  5.7085MB  105.33GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.3127s  474.11us                    -               -         -         -         -  5.7085MB  11.758GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.3150s  484.99us                    -               -         -         -         -  5.7085MB  11.494GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.3178s  51.744us                    -               -         -         -         -  5.7085MB  107.74GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.3179s  457.38us                    -               -         -         -         -  5.7085MB  12.188GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.3194s  465.86us                    -               -         -         -         -  5.7085MB  11.967GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.3341s  3.9040us                    -               -         -         -         -  45.000KB  10.993GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.3451s  1.3120us                    -               -         -         -         -  13.500KB  9.8130GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
13.4097s  1.9520us            (108 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression [10873]
13.4100s  108.80us                    -               -         -         -         -  5.7085MB  51.238GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
13.4116s  52.033us                    -               -         -         -         -  5.7085MB  107.14GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.4116s  457.38us                    -               -         -         -         -  5.7085MB  12.188GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
13.4123s  106.59us                    -               -         -         -         -  5.7085MB  52.300GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
13.4830s  58.560us          (23383 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [10933]
13.5503s  3.8218ms           (5184 1 1)        (32 1 1)       124        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_form0_cell_integral_otherwise [10943]
13.6212s  2.0800us            (108 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [10953]
13.6214s  110.88us                    -               -         -         -         -  5.7085MB  50.277GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
13.6423s  14.368us                    -               -         -         -         -  1.4304MB  97.223GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
13.6423s  116.96us                    -               -         -         -         -  1.4304MB  11.943GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.0965s  14.560us                    -               -         -         -         -  1.4304MB  95.941GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.0965s  117.12us                    -               -         -         -         -  1.4304MB  11.927GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.0970s  116.00us                    -               -         -         -         -  1.4304MB  12.042GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.1617s  15.392us           (5860 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [11121]
14.3102s  143.65us                    -               -         -         -         -  1.5820MB  10.755GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.3105s  40.384us                    -               -         -         -         -  486.00KB  11.477GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.3116s  27.904us                    -               -         -         -         -  2.8609MB  100.12GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.3116s  230.69us                    -               -         -         -         -  2.8609MB  12.111GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.3128s  24.032us                    -               -         -         -         -  2.8609MB  116.25GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.3128s  241.60us                    -               -         -         -         -  2.8609MB  11.564GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.3137s  230.05us                    -               -         -         -         -  2.8609MB  12.144GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.3142s  2.9440us                    -               -         -         -         -  328.52KB  106.42GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.3142s  51.808us                    -               -         -         -         -  328.52KB  6.0473GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.3146s  2.3050us                    -               -         -         -         -  328.52KB  135.92GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.3146s  51.520us                    -               -         -         -         -  328.52KB  6.0811GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.3150s  27.936us                    -               -         -         -         -  328.52KB  11.215GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.3790s  151.07us           (1296 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [11417]
14.3926s  2.6794ms                    -               -         -         -         -  28.609MB  10.427GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.4012s  761.38us                    -               -         -         -         -  8.5826MB  11.008GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.4675s  2.1375ms           (5860 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [11431]
14.4723s  11.584us                    -               -         -         -         -  1.4304MB  120.59GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.4723s  117.28us                    -               -         -         -         -  1.4304MB  11.911GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.4727s  115.94us                    -               -         -         -         -  1.4304MB  12.049GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.4729s  15.616us           (5860 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [11494]
14.4732s  2.1378ms           (5860 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [11496]
14.4779s  11.776us                    -               -         -         -         -  1.4304MB  118.62GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.4779s  116.26us                    -               -         -         -         -  1.4304MB  12.016GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.4783s  115.94us                    -               -         -         -         -  1.4304MB  12.049GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.4843s  2.6560us                    -               -         -         -         -  367.88KB  132.09GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.4843s  30.369us                    -               -         -         -         -  367.88KB  11.553GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.4877s  2.3360us                    -               -         -         -         -  367.88KB  150.19GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.4877s  30.336us                    -               -         -         -         -  367.88KB  11.565GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.4879s  31.008us                    -               -         -         -         -  367.88KB  11.315GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.4886s  4.4160us           (1472 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [11706]
14.5231s  34.016us                    -               -         -         -         -  405.00KB  11.355GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.5232s  11.904us                    -               -         -         -         -  121.50KB  9.7338GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.5235s  6.6560us                    -               -         -         -         -  735.77KB  105.42GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.5235s  58.945us                    -               -         -         -         -  735.77KB  11.904GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.5237s  6.1120us                    -               -         -         -         -  735.77KB  114.80GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.5237s  59.008us                    -               -         -         -         -  735.77KB  11.891GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.5240s  59.712us                    -               -         -         -         -  735.77KB  11.751GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.5242s  2.1440us                    -               -         -         -         -  83.266KB  37.037GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.5242s  8.2880us                    -               -         -         -         -  83.266KB  9.5811GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.5244s  2.1120us                    -               -         -         -         -  83.266KB  37.599GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.5244s  8.2560us                    -               -         -         -         -  83.266KB  9.6183GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.5245s  8.9280us                    -               -         -         -         -  83.266KB  8.8943GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.5251s  45.440us            (324 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [11994]
14.5290s  633.54us                    -               -         -         -         -  7.1852MB  11.076GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.5313s  191.20us                    -               -         -         -         -  2.1556MB  11.010GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.5974s  569.92us           (1472 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12008]
14.6021s  2.9130us                    -               -         -         -         -  367.88KB  120.44GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6021s  30.464us                    -               -         -         -         -  367.88KB  11.517GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6022s  31.168us                    -               -         -         -         -  367.88KB  11.256GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6023s  4.8320us           (1472 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12071]
14.6026s  570.15us           (1472 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12073]
14.6056s  2.9440us                    -               -         -         -         -  367.88KB  119.17GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6056s  30.400us                    -               -         -         -         -  367.88KB  11.541GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6057s  30.977us                    -               -         -         -         -  367.88KB  11.326GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6078s  2.1120us                    -               -         -         -         -  92.820KB  41.913GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6078s  10.144us                    -               -         -         -         -  92.820KB  8.7264GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6111s  2.1120us                    -               -         -         -         -  92.820KB  41.913GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6111s  8.9920us                    -               -         -         -         -  92.820KB  9.8443GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6112s  9.6960us                    -               -         -         -         -  92.820KB  9.1296GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6119s  1.8240us            (372 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12283]
14.6546s  10.368us                    -               -         -         -         -  101.25KB  9.3132GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6547s  3.1680us                    -               -         -         -         -  30.375KB  9.1439GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6549s  2.0160us                    -               -         -         -         -  185.64KB  87.818GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6549s  16.160us                    -               -         -         -         -  185.64KB  10.955GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6550s  2.1120us                    -               -         -         -         -  185.64KB  83.826GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6550s  16.320us                    -               -         -         -         -  185.64KB  10.848GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6551s  16.832us                    -               -         -         -         -  185.64KB  10.518GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6552s  2.1120us                    -               -         -         -         -  21.391KB  9.6589GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6553s  4.1600us                    -               -         -         -         -  21.391KB  4.9038GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6554s  2.1440us                    -               -         -         -         -  21.391KB  9.5148GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6554s  3.4240us                    -               -         -         -         -  21.391KB  5.9579GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6554s  2.4640us                    -               -         -         -         -  21.391KB  8.2791GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6561s  12.864us             (81 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [12571]
14.6574s  155.97us                    -               -         -         -         -  1.8129MB  11.351GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6580s  46.464us                    -               -         -         -         -  556.92KB  11.431GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6588s  171.11us            (372 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12577]
14.6616s  2.0160us                    -               -         -         -         -  92.820KB  43.909GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6616s  8.9920us                    -               -         -         -         -  92.820KB  9.8443GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6617s  9.6640us                    -               -         -         -         -  92.820KB  9.1598GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6618s  2.1760us            (372 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12640]
14.6620s  167.90us            (372 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12642]
14.6635s  1.9840us                    -               -         -         -         -  92.820KB  44.617GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6635s  8.9600us                    -               -         -         -         -  92.820KB  9.8795GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6636s  9.6640us                    -               -         -         -         -  92.820KB  9.1598GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6646s  2.1120us                    -               -         -         -         -  23.633KB  10.671GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6646s  3.6480us                    -               -         -         -         -  23.633KB  6.1782GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6677s  2.1440us                    -               -         -         -         -  23.633KB  10.512GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6677s  3.6480us                    -               -         -         -         -  23.633KB  6.1782GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6677s  2.6240us                    -               -         -         -         -  23.633KB  8.5892GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6683s  1.0560us             (95 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12852]
14.6789s  2.5280us                    -               -         -         -         -  25.313KB  9.5490GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6790s  1.2800us                    -               -         -         -         -  7.5938KB  5.6578GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6791s  2.1120us                    -               -         -         -         -  47.266KB  21.343GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6791s  5.4720us                    -               -         -         -         -  47.266KB  8.2376GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6792s  2.1120us                    -               -         -         -         -  47.266KB  21.343GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6792s  5.4720us                    -               -         -         -         -  47.266KB  8.2376GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6793s  6.1760us                    -               -         -         -         -  47.266KB  7.2986GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6794s  2.1120us                    -               -         -         -         -  5.6406KB  2.5470GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6794s  2.0800us                    -               -         -         -         -  5.6406KB  2.5862GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6796s  2.1440us                    -               -         -         -         -  5.6406KB  2.5090GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6796s  2.0480us                    -               -         -         -         -  5.6406KB  2.6266GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6796s  1.2160us                    -               -         -         -         -  5.6406KB  4.4238GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6803s  4.3520us             (21 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13140]
14.6807s  39.392us                    -               -         -         -         -  472.66KB  11.443GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6809s  13.632us                    -               -         -         -         -  141.80KB  9.9199GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6816s  51.104us             (95 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13146]
14.6844s  2.0160us                    -               -         -         -         -  23.633KB  11.180GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6844s  3.6160us                    -               -         -         -         -  23.633KB  6.2329GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6845s  2.5920us                    -               -         -         -         -  23.633KB  8.6952GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6845s  1.4720us             (95 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13209]
14.6848s  53.280us             (95 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13211]
14.6862s  1.9840us                    -               -         -         -         -  23.633KB  11.360GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6862s  3.6160us                    -               -         -         -         -  23.633KB  6.2329GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6862s  2.5920us                    -               -         -         -         -  23.633KB  8.6952GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6870s  2.1440us                    -               -         -         -         -  6.1250KB  2.7245GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6870s  2.1120us                    -               -         -         -         -  6.1250KB  2.7657GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6902s  2.1120us                    -               -         -         -         -  6.1250KB  2.7657GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.6902s  1.8240us                    -               -         -         -         -  6.1250KB  3.2024GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.6903s  1.2160us                    -               -         -         -         -  6.1250KB  4.8037GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.6909s  1.1520us             (25 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13421]
14.7007s  1.2160us                    -               -         -         -         -  6.3281KB  4.9630GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.7007s  1.2160us                    -               -         -         -         -  1.8984KB  1.4889GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.7009s  2.1120us                    -               -         -         -         -  12.250KB  5.5315GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.7009s  2.7200us                    -               -         -         -         -  12.250KB  4.2950GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.7010s  2.1120us                    -               -         -         -         -  12.250KB  5.5315GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.7010s  2.7200us                    -               -         -         -         -  12.250KB  4.2950GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.7011s  1.2800us                    -               -         -         -         -  12.250KB  9.1270GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.7012s  1.2160us                    -               -         -         -         -  1.5625KB  1.2254GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.7012s  1.8560us                    -               -         -         -         -  1.5625KB  822.13MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.7013s  1.2160us                    -               -         -         -         -  1.5625KB  1.2254GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.7013s  1.5680us                    -               -         -         -         -  1.5625KB  973.14MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.7013s  1.2160us                    -               -         -         -         -  1.5625KB  1.2254GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.7020s  2.7520us              (6 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13683]
14.7022s  12.000us                    -               -         -         -         -  122.50KB  9.7354GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.7024s  3.2960us                    -               -         -         -         -  36.750KB  10.633GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.7031s  23.104us             (25 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13689]
14.7059s  2.1440us                    -               -         -         -         -  6.1250KB  2.7245GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
14.7059s  1.7600us                    -               -         -         -         -  6.1250KB  3.3189GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
14.7060s  1.2160us                    -               -         -         -         -  6.1250KB  4.8037GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
14.7060s     960ns             (25 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13752]
14.7063s  22.560us             (25 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13754]
