==20073== NVPROF is profiling process 20073, command: python3 /home/clara/GMGGPU-Evaluation/untitled/3D.py 6 7 7
==20073== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/3D.py 6 7 7
==20073== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
28.4794s  63.265us                    -               -         -         -         -  791.02KB  11.924GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.4795s  63.264us                    -               -         -         -         -  791.02KB  11.924GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.5469s  351.91us           (3136 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [12801]
28.5791s  6.8080ms                    -               -         -         -         -  69.111MB  9.9135GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.5987s  2.0623ms                    -               -         -         -         -  20.733MB  9.8180GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.6674s  5.1400ms          (14155 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12815]
28.6726s  29.377us                    -               -         -         -         -  3.4556MB  114.87GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.6726s  277.70us                    -               -         -         -         -  3.4556MB  12.152GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.6735s  276.61us                    -               -         -         -         -  3.4556MB  12.200GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.6739s  36.576us          (14155 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12878]
28.6742s  5.1314ms          (14155 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12880]
28.6793s  29.761us                    -               -         -         -         -  3.4556MB  113.39GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.6794s  278.11us                    -               -         -         -         -  3.4556MB  12.134GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.6803s  276.51us                    -               -         -         -         -  3.4556MB  12.204GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.6938s  5.2800us                    -               -         -         -         -  887.26KB  160.26GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.6938s  70.752us                    -               -         -         -         -  887.26KB  11.959GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.6977s  8.4480us                    -               -         -         -         -  887.26KB  100.16GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.6977s  70.752us                    -               -         -         -         -  887.26KB  11.959GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.6980s  101.79us                    -               -         -         -         -  887.26KB  8.3126GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.6988s  9.7600us           (3550 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13090]
28.7815s  79.520us                    -               -         -         -         -  980.00KB  11.753GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.7816s  25.248us                    -               -         -         -         -  294.00KB  11.105GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.7825s  16.320us                    -               -         -         -         -  1.7329MB  103.70GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.7825s  140.99us                    -               -         -         -         -  1.7329MB  12.003GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.7834s  13.952us                    -               -         -         -         -  1.7329MB  121.30GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.7834s  140.99us                    -               -         -         -         -  1.7329MB  12.003GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.7839s  139.90us                    -               -         -         -         -  1.7329MB  12.096GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.7842s  2.1440us                    -               -         -         -         -  199.52KB  88.747GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.7842s  17.280us                    -               -         -         -         -  199.52KB  11.011GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.7844s  2.1440us                    -               -         -         -         -  199.52KB  88.747GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.7844s  17.312us                    -               -         -         -         -  199.52KB  10.991GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.7845s  17.920us                    -               -         -         -         -  199.52KB  10.618GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.7852s  96.289us            (784 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13378]
28.7935s  1.5882ms                    -               -         -         -         -  17.329MB  10.655GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.7986s  465.22us                    -               -         -         -         -  5.1988MB  10.913GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.8671s  1.3295ms           (3550 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13392]
28.8719s  5.8880us                    -               -         -         -         -  887.26KB  143.71GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.8719s  70.912us                    -               -         -         -         -  887.26KB  11.932GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.8721s  71.264us                    -               -         -         -         -  887.26KB  11.874GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.8722s  10.080us           (3550 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13455]
28.8725s  1.3384ms           (3550 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13457]
28.8748s  6.0480us                    -               -         -         -         -  887.26KB  139.91GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.8748s  70.752us                    -               -         -         -         -  887.26KB  11.959GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.8751s  71.393us                    -               -         -         -         -  887.26KB  11.852GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.8790s  2.1120us                    -               -         -         -         -  223.13KB  100.76GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.8790s  19.136us                    -               -         -         -         -  223.13KB  11.120GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.8825s  2.1120us                    -               -         -         -         -  223.13KB  100.76GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.8825s  19.168us                    -               -         -         -         -  223.13KB  11.102GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.8826s  19.744us                    -               -         -         -         -  223.13KB  10.778GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.8833s  3.0400us            (893 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13667]
28.9390s  21.632us                    -               -         -         -         -  245.00KB  10.801GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9391s  8.1600us                    -               -         -         -         -  73.500KB  8.5901GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9393s  2.6880us                    -               -         -         -         -  446.27KB  158.33GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9393s  36.768us                    -               -         -         -         -  446.27KB  11.575GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9401s  4.0960us                    -               -         -         -         -  446.27KB  103.90GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9401s  36.512us                    -               -         -         -         -  446.27KB  11.656GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9403s  37.120us                    -               -         -         -         -  446.27KB  11.465GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9405s  2.1440us                    -               -         -         -         -  50.766KB  22.581GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9405s  6.2400us                    -               -         -         -         -  50.766KB  7.7586GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9407s  2.1440us                    -               -         -         -         -  50.766KB  22.581GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9407s  5.7920us                    -               -         -         -         -  50.766KB  8.3587GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9407s  6.5600us                    -               -         -         -         -  50.766KB  7.3802GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9414s  27.585us            (196 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13955]
28.9438s  382.27us                    -               -         -         -         -  4.3581MB  11.133GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9452s  110.18us                    -               -         -         -         -  1.3074MB  11.589GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9460s  369.41us            (893 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13961]
28.9491s  2.2400us                    -               -         -         -         -  223.13KB  94.998GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9491s  20.097us                    -               -         -         -         -  223.13KB  10.588GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9492s  19.744us                    -               -         -         -         -  223.13KB  10.778GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9493s  3.1680us            (893 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14024]
28.9495s  360.71us            (893 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [14026]
28.9510s  2.0160us                    -               -         -         -         -  223.13KB  105.55GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9510s  19.136us                    -               -         -         -         -  223.13KB  11.120GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9512s  19.744us                    -               -         -         -         -  223.13KB  10.778GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9526s  2.1120us                    -               -         -         -         -  56.445KB  25.488GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9526s  6.1440us                    -               -         -         -         -  56.445KB  8.7615GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9558s  2.1440us                    -               -         -         -         -  56.445KB  25.107GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9558s  6.1770us                    -               -         -         -         -  56.445KB  8.7147GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9559s  6.8800us                    -               -         -         -         -  56.445KB  7.8242GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9565s  1.2800us            (226 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14236]
28.9690s  5.2160us                    -               -         -         -         -  61.250KB  11.199GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9691s  2.3360us                    -               -         -         -         -  18.375KB  7.5016GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9693s  2.1120us                    -               -         -         -         -  112.89KB  50.976GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9693s  10.528us                    -               -         -         -         -  112.89KB  10.226GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9696s  2.2080us                    -               -         -         -         -  112.89KB  48.759GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9696s  10.785us                    -               -         -         -         -  112.89KB  9.9825GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9696s  10.880us                    -               -         -         -         -  112.89KB  9.8953GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9698s  2.1440us                    -               -         -         -         -  13.141KB  5.8451GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9698s  2.3680us                    -               -         -         -         -  13.141KB  5.2922GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9699s  2.1760us                    -               -         -         -         -  13.141KB  5.7591GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9700s  2.7840us                    -               -         -         -         -  13.141KB  4.5014GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9700s  1.3120us                    -               -         -         -         -  13.141KB  9.5517GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9706s  8.4480us             (49 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [14524]
28.9714s  93.280us                    -               -         -         -         -  1.1024MB  11.542GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9717s  28.928us                    -               -         -         -         -  338.67KB  11.165GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9725s  111.30us            (226 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [14530]
28.9753s  2.0480us                    -               -         -         -         -  56.445KB  26.284GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9753s  6.1440us                    -               -         -         -         -  56.445KB  8.7615GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9754s  6.8480us                    -               -         -         -         -  56.445KB  7.8608GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9755s  1.4400us            (226 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14593]
28.9757s  113.12us            (226 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [14595]
28.9771s  2.0160us                    -               -         -         -         -  56.445KB  26.702GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9771s  6.1440us                    -               -         -         -         -  56.445KB  8.7615GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9771s  6.8160us                    -               -         -         -         -  56.445KB  7.8977GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9781s  2.1760us                    -               -         -         -         -  14.445KB  6.3309GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9781s  2.8800us                    -               -         -         -         -  14.445KB  4.7834GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9814s  2.1440us                    -               -         -         -         -  14.445KB  6.4254GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9814s  2.9440us                    -               -         -         -         -  14.445KB  4.6794GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9815s  1.2800us                    -               -         -         -         -  14.445KB  10.763GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9820s     960ns             (58 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14805]
28.9923s  1.7280us                    -               -         -         -         -  15.313KB  8.4509GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9924s  1.1840us                    -               -         -         -         -  4.5938KB  3.7001GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9926s  2.1120us                    -               -         -         -         -  28.891KB  13.046GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9926s  4.0320us                    -               -         -         -         -  28.891KB  6.8334GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9927s  2.1120us                    -               -         -         -         -  28.891KB  13.046GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9927s  4.0000us                    -               -         -         -         -  28.891KB  6.8881GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9927s  4.7360us                    -               -         -         -         -  28.891KB  5.8176GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9929s  1.2160us                    -               -         -         -         -  3.5156KB  2.7572GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9929s  2.0480us                    -               -         -         -         -  3.5156KB  1.6371GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9930s  1.2160us                    -               -         -         -         -  3.5156KB  2.7572GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9930s  1.7280us                    -               -         -         -         -  3.5156KB  1.9403GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9931s  1.2160us                    -               -         -         -         -  3.5156KB  2.7572GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9937s  2.6560us             (13 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [15093]
28.9940s  24.864us                    -               -         -         -         -  288.91KB  11.081GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9942s  9.2160us                    -               -         -         -         -  86.672KB  8.9688GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9949s  36.032us             (58 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [15099]
28.9978s  2.0480us                    -               -         -         -         -  14.445KB  6.7266GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
28.9978s  2.8800us                    -               -         -         -         -  14.445KB  4.7834GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
28.9978s  1.2800us                    -               -         -         -         -  14.445KB  10.763GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
28.9979s  1.1520us             (58 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [15162]
28.9981s  36.544us             (58 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [15164]
