==18033== NVPROF is profiling process 18033, command: python3 /home/clara/GMGGPU-Evaluation/untitled/3D.py 6 1 1
==18033== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/3D.py 6 1 1
==18033== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
2.67633s  2.1440us                    -               -         -         -         -  66.016KB  29.364GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
2.67634s  6.9120us                    -               -         -         -         -  66.016KB  9.1084GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
2.67637s  7.6480us                    -               -         -         -         -  66.016KB  8.2319GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.84208s  141.15us            (256 1 1)        (32 1 1)        52        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [11381]
2.84874s  2.7200us                    -               -         -         -         -  291.01KB  102.03GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
2.84876s  24.512us                    -               -         -         -         -  291.01KB  11.322GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
2.84888s  24.992us                    -               -         -         -         -  291.01KB  11.105GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.84931s  2.1770us                    -               -         -         -         -  291.01KB  127.48GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
2.84932s  24.416us                    -               -         -         -         -  291.01KB  11.367GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
2.84939s  24.960us                    -               -         -         -         -  291.01KB  11.119GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.84967s  2.1120us                    -               -         -         -         -  291.01KB  131.40GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
2.84968s  24.384us                    -               -         -         -         -  291.01KB  11.382GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
2.86340s  2.1120us                    -               -         -         -         -  291.01KB  131.40GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
2.86341s  24.352us                    -               -         -         -         -  291.01KB  11.396GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
2.86352s  25.088us                    -               -         -         -         -  291.01KB  11.062GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.86415s  2.3360us                    -               -         -         -         -  291.01KB  118.80GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
2.86416s  24.416us                    -               -         -         -         -  291.01KB  11.367GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
2.86428s  24.992us                    -               -         -         -         -  291.01KB  11.105GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.86814s  1.3760us                    -               -         -         -         -  10.000KB  6.9308GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.87687s  1.2160us                    -               -         -         -         -  3.0000KB  2.3528GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.93544s  1.2480us             (24 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression [12257]
2.93568s  6.5280us                    -               -         -         -         -  291.01KB  42.513GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
2.93602s  2.4010us                    -               -         -         -         -  291.01KB  115.59GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
2.93604s  24.416us                    -               -         -         -         -  291.01KB  11.367GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
2.93614s  3.6480us                    -               -         -         -         -  291.01KB  76.076GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
3.00728s  3.7760us           (1165 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12317]
3.06776s  198.37us            (256 1 1)        (32 1 1)       124        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_form0_cell_integral_otherwise [12327]
3.13099s  1.4720us             (24 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12337]
3.13119s  5.4400us                    -               -         -         -         -  291.01KB  51.016GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
3.13323s  2.0160us                    -               -         -         -         -  73.508KB  34.773GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.13324s  7.5200us                    -               -         -         -         -  73.508KB  9.3221GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.57661s  3.2960us                    -               -         -         -         -  73.508KB  21.269GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.57662s  7.6800us                    -               -         -         -         -  73.508KB  9.1279GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.57667s  7.5840us                    -               -         -         -         -  73.508KB  9.2435GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.63256s  1.8240us            (295 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12505]
3.64639s  8.6720us                    -               -         -         -         -  80.000KB  8.7977GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.64647s  2.6240us                    -               -         -         -         -  24.000KB  8.7226GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.64671s  2.0480us                    -               -         -         -         -  147.02KB  68.459GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.64672s  13.216us                    -               -         -         -         -  147.02KB  10.609GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.64686s  2.1120us                    -               -         -         -         -  147.02KB  66.385GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.64686s  13.184us                    -               -         -         -         -  147.02KB  10.634GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.64692s  13.888us                    -               -         -         -         -  147.02KB  10.095GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.64722s  2.1760us                    -               -         -         -         -  17.016KB  7.4574GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.64723s  3.0720us                    -               -         -         -         -  17.016KB  5.2823GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.64738s  2.1440us                    -               -         -         -         -  17.016KB  7.5687GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.64739s  3.1040us                    -               -         -         -         -  17.016KB  5.2279GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.64741s  1.8560us                    -               -         -         -         -  17.016KB  8.7432GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.70451s  10.976us             (64 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [12801]
3.70569s  120.93us                    -               -         -         -         -  1.4357MB  11.594GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.70614s  37.056us                    -               -         -         -         -  441.05KB  11.351GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.76329s  143.62us            (295 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12815]
3.76724s  1.9840us                    -               -         -         -         -  73.508KB  35.334GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.76725s  7.4880us                    -               -         -         -         -  73.508KB  9.3620GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.76731s  8.1920us                    -               -         -         -         -  73.508KB  8.5574GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.76740s  2.0480us            (295 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12878]
3.76767s  142.66us            (295 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12880]
3.77158s  2.0480us                    -               -         -         -         -  73.508KB  34.230GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.77158s  7.5210us                    -               -         -         -         -  73.508KB  9.3209GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.77163s  8.1920us                    -               -         -         -         -  73.508KB  8.5574GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.77266s  2.1120us                    -               -         -         -         -  18.758KB  8.4701GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.77267s  3.2320us                    -               -         -         -         -  18.758KB  5.5349GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.77574s  10.848us                    -               -         -         -         -  18.758KB  1.6490GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.77578s  3.2320us                    -               -         -         -         -  18.758KB  5.5349GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.77582s  1.4720us                    -               -         -         -         -  18.758KB  12.153GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.77639s  1.0240us             (76 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13090]
3.78620s  2.4000us                    -               -         -         -         -  20.000KB  7.9473GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.78630s  1.2160us                    -               -         -         -         -  6.0000KB  4.7056GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.78645s  2.1440us                    -               -         -         -         -  37.516KB  16.687GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.78646s  4.7040us                    -               -         -         -         -  37.516KB  7.6058GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.78657s  2.1120us                    -               -         -         -         -  37.516KB  16.940GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.78658s  4.7040us                    -               -         -         -         -  37.516KB  7.6058GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.78662s  5.4080us                    -               -         -         -         -  37.516KB  6.6157GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.78673s  2.1120us                    -               -         -         -         -  4.5156KB  2.0390GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.78673s  1.7600us                    -               -         -         -         -  4.5156KB  2.4468GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.78687s  2.1120us                    -               -         -         -         -  4.5156KB  2.0390GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.78688s  1.6960us                    -               -         -         -         -  4.5156KB  2.5392GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.78690s  1.2160us                    -               -         -         -         -  4.5156KB  3.5415GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.78753s  2.9440us             (16 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13378]
3.78784s  31.872us                    -               -         -         -         -  375.16KB  11.225GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.78802s  11.168us                    -               -         -         -         -  112.55KB  9.6108GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.73890s  49.120us             (76 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13392]
5.74295s  2.0160us                    -               -         -         -         -  18.758KB  8.8734GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.74297s  3.1680us                    -               -         -         -         -  18.758KB  5.6467GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.74301s  2.3360us                    -               -         -         -         -  18.758KB  7.6579GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.74310s  1.4720us             (76 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13455]
5.74338s  46.016us             (76 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13457]
5.74573s  2.0480us                    -               -         -         -         -  18.758KB  8.7348GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.74574s  3.2640us                    -               -         -         -         -  18.758KB  5.4807GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.74578s  2.3680us                    -               -         -         -         -  18.758KB  7.5544GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.74678s  2.1440us                    -               -         -         -         -  4.8828KB  2.1719GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.74679s  1.7600us                    -               -         -         -         -  4.8828KB  2.6458GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.75004s  2.1440us                    -               -         -         -         -  4.8828KB  2.1719GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.75005s  1.7600us                    -               -         -         -         -  4.8828KB  2.6458GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.75008s  1.2160us                    -               -         -         -         -  4.8828KB  3.8295GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.75075s     864ns             (20 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13667]
5.76017s  1.2160us                    -               -         -         -         -  5.0000KB  3.9214GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.76023s  1.2160us                    -               -         -         -         -  1.5000KB  1.1764GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.76036s  2.1130us                    -               -         -         -         -  9.7656KB  4.4076GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.76037s  2.5600us                    -               -         -         -         -  9.7656KB  3.6380GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.76049s  2.0800us                    -               -         -         -         -  9.7656KB  4.4775GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.76049s  2.5600us                    -               -         -         -         -  9.7656KB  3.6380GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.76053s  1.1840us                    -               -         -         -         -  9.7656KB  7.8659GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.76064s  1.2160us                    -               -         -         -         -  1.2656KB  0.9926GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.76065s  1.7280us                    -               -         -         -         -  1.2656KB  715.26MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.76079s  1.1840us                    -               -         -         -         -  1.2656KB  1.0194GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.76079s  1.6960us                    -               -         -         -         -  1.2656KB  728.75MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.76081s  1.2160us                    -               -         -         -         -  1.2656KB  0.9926GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.76140s  2.7200us              (4 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13955]
5.76159s  10.016us                    -               -         -         -         -  97.656KB  9.2983GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.76172s  2.8800us                    -               -         -         -         -  29.297KB  9.7013GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.76246s  22.592us             (20 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13961]
5.76513s  2.0480us                    -               -         -         -         -  4.8828KB  2.2737GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.76514s  1.8880us                    -               -         -         -         -  4.8828KB  2.4664GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.76517s  1.2160us                    -               -         -         -         -  4.8828KB  3.8295GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.76524s     896ns             (20 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14024]
5.76547s  22.240us             (20 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [14026]
5.76692s  2.0800us                    -               -         -         -         -  4.8828KB  2.2388GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.76693s  1.8240us                    -               -         -         -         -  4.8828KB  2.5530GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.76697s  1.2160us                    -               -         -         -         -  4.8828KB  3.8295GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.76763s  1.2160us                    -               -         -         -         -  1.3203KB  1.0355GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.76764s  1.6960us                    -               -         -         -         -  1.3203KB  760.24MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.77065s  1.1840us                    -               -         -         -         -  1.3203KB  1.0635GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.77065s  1.7280us                    -               -         -         -         -  1.3203KB  746.16MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.77068s  1.4720us                    -               -         -         -         -  1.3203KB  875.93MB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.77124s     832ns              (6 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14236]
5.78026s  1.1840us                    -               -         -         -         -  1.2500KB  1.0068GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.78033s  1.2160us                    -               -         -         -         -      384B  301.16MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.78047s  1.1840us                    -               -         -         -         -  2.6406KB  2.1269GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.78048s  1.7920us                    -               -         -         -         -  2.6406KB  1.4053GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.78059s  1.1840us                    -               -         -         -         -  2.6406KB  2.1269GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.78060s  1.7600us                    -               -         -         -         -  2.6406KB  1.4309GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.78063s  1.1840us                    -               -         -         -         -  2.6406KB  2.1269GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.78075s  1.1840us                    -               -         -         -         -      400B  322.19MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.78076s  2.0160us                    -               -         -         -         -      400B  189.22MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.78091s  1.1840us                    -               -         -         -         -      400B  322.19MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.78092s  1.6960us                    -               -         -         -         -      400B  224.92MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.78094s  1.1840us                    -               -         -         -         -      400B  322.19MB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.78153s  2.4960us              (1 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [14524]
5.78168s  2.5920us                    -               -         -         -         -  26.406KB  9.7156GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.78179s  1.2160us                    -               -         -         -         -  7.9219KB  6.2129GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.78252s  19.296us              (6 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [14530]
5.78524s  1.2160us                    -               -         -         -         -  1.3203KB  1.0355GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.78525s  1.6960us                    -               -         -         -         -  1.3203KB  760.24MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.78528s  1.1840us                    -               -         -         -         -  1.3203KB  1.0635GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.78534s     832ns              (6 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14593]
5.78557s  18.944us              (6 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [14595]
5.78688s  1.2160us                    -               -         -         -         -  1.3203KB  1.0355GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.78689s  1.6960us                    -               -         -         -         -  1.3203KB  760.24MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.78692s  1.2160us                    -               -         -         -         -  1.3203KB  1.0355GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.78757s  1.1840us                    -               -         -         -         -      392B  315.74MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.78758s  1.7280us                    -               -         -         -         -      392B  216.34MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.79054s  1.2160us                    -               -         -         -         -      392B  307.43MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.79055s  1.6960us                    -               -         -         -         -      392B  220.42MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.79058s  1.2160us                    -               -         -         -         -      392B  307.43MB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.79118s  1.0240us              (2 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14805]
5.80074s  1.1840us                    -               -         -         -         -      320B  257.75MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.80081s  1.2160us                    -               -         -         -         -       96B  75.290MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.80095s  1.2160us                    -               -         -         -         -      784B  614.87MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.80096s  1.6960us                    -               -         -         -         -      784B  440.85MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.80106s  1.2160us                    -               -         -         -         -      784B  614.87MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.80107s  1.7280us                    -               -         -         -         -      784B  432.69MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.80110s  1.2160us                    -               -         -         -         -      784B  614.87MB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.80121s  1.1840us                    -               -         -         -         -      144B  115.99MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.80121s  1.6960us                    -               -         -         -         -      144B  80.972MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.80134s  1.2160us                    -               -         -         -         -      144B  112.94MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.80135s  1.7280us                    -               -         -         -         -      144B  79.473MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.80137s  1.1840us                    -               -         -         -         -      144B  115.99MB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.80198s  2.3680us              (1 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [15093]
5.80212s  1.2160us                    -               -         -         -         -  7.6563KB  6.0046GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.80224s  1.2160us                    -               -         -         -         -  2.2969KB  1.8014GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.80292s  19.232us              (2 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [15099]
5.80568s  1.2160us                    -               -         -         -         -      392B  307.43MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
5.80569s  1.6960us                    -               -         -         -         -      392B  220.42MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
5.80572s  1.1840us                    -               -         -         -         -      392B  315.74MB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
5.80580s  1.0560us              (2 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [15162]
5.80603s  19.136us              (2 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [15164]
