==19757== NVPROF is profiling process 19757, command: python3 /home/clara/GMGGPU-Evaluation/untitled/3D.py 6 5 5
==19757== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/3D.py 6 5 5
==19757== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
15.8788s  585.54us                    -               -         -         -         -  7.0459MB  11.751GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
15.8809s  61.344us                    -               -         -         -         -  7.0459MB  112.17GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
15.8810s  574.40us                    -               -         -         -         -  7.0459MB  11.979GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
15.8830s  561.25us                    -               -         -         -         -  7.0459MB  12.260GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
15.9000s  4.3520us                    -               -         -         -         -  50.000KB  10.957GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
15.9116s  1.3760us                    -               -         -         -         -  15.000KB  10.396GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
15.9760s  2.2080us            (120 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression [12257]
15.9762s  135.78us                    -               -         -         -         -  7.0459MB  50.677GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
15.9781s  64.416us                    -               -         -         -         -  7.0459MB  106.82GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
15.9782s  564.13us                    -               -         -         -         -  7.0459MB  12.197GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
15.9790s  133.09us                    -               -         -         -         -  7.0459MB  51.700GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
16.0497s  72.192us          (28861 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12317]
16.1157s  4.7150ms           (6400 1 1)        (32 1 1)       124        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_form0_cell_integral_otherwise [12327]
16.1903s  3.7440us            (120 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12337]
16.1905s  133.31us                    -               -         -         -         -  7.0459MB  51.614GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
16.2162s  16.768us                    -               -         -         -         -  1.7651MB  102.80GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
16.2162s  143.39us                    -               -         -         -         -  1.7651MB  12.021GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
16.6642s  16.609us                    -               -         -         -         -  1.7651MB  103.79GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
16.6643s  189.79us                    -               -         -         -         -  1.7651MB  9.0824GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
16.6649s  142.50us                    -               -         -         -         -  1.7651MB  12.097GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
16.7310s  18.784us           (7231 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12505]
16.9203s  179.62us                    -               -         -         -         -  1.9531MB  10.619GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
16.9206s  49.281us                    -               -         -         -         -  600.00KB  11.611GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
16.9217s  34.016us                    -               -         -         -         -  3.5303MB  101.35GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
16.9218s  284.13us                    -               -         -         -         -  3.5303MB  12.134GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
16.9230s  29.793us                    -               -         -         -         -  3.5303MB  115.72GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
16.9231s  283.91us                    -               -         -         -         -  3.5303MB  12.143GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
16.9241s  282.37us                    -               -         -         -         -  3.5303MB  12.209GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
16.9246s  2.7840us                    -               -         -         -         -  405.02KB  138.74GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
16.9246s  32.928us                    -               -         -         -         -  405.02KB  11.730GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
16.9249s  2.7840us                    -               -         -         -         -  405.02KB  138.74GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
16.9249s  33.344us                    -               -         -         -         -  405.02KB  11.584GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
16.9250s  33.824us                    -               -         -         -         -  405.02KB  11.419GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
16.9908s  183.26us           (1600 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [12801]
17.0075s  3.3491ms                    -               -         -         -         -  35.303MB  10.294GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.0182s  980.36us                    -               -         -         -         -  10.591MB  10.550GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.0855s  2.6269ms           (7231 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12815]
17.0903s  14.848us                    -               -         -         -         -  1.7651MB  116.09GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.0903s  143.65us                    -               -         -         -         -  1.7651MB  12.000GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.0907s  153.86us                    -               -         -         -         -  1.7651MB  11.204GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.0910s  19.104us           (7231 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12878]
17.0913s  2.6307ms           (7231 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12880]
17.0959s  15.232us                    -               -         -         -         -  1.7651MB  113.17GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.0959s  143.59us                    -               -         -         -         -  1.7651MB  12.005GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.0964s  142.40us                    -               -         -         -         -  1.7651MB  12.105GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.1041s  3.1040us                    -               -         -         -         -  453.76KB  139.41GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.1041s  37.057us                    -               -         -         -         -  453.76KB  11.678GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.1075s  3.0720us                    -               -         -         -         -  453.76KB  140.86GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.1076s  37.056us                    -               -         -         -         -  453.76KB  11.678GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.1077s  37.600us                    -               -         -         -         -  453.76KB  11.509GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.1084s  5.3120us           (1816 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13090]
17.1500s  41.664us                    -               -         -         -         -  500.00KB  11.445GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.1501s  14.144us                    -               -         -         -         -  150.00KB  10.114GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.1504s  7.8080us                    -               -         -         -         -  907.52KB  110.84GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.1504s  72.320us                    -               -         -         -         -  907.52KB  11.967GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.1511s  7.9680us                    -               -         -         -         -  907.52KB  108.62GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.1511s  72.320us                    -               -         -         -         -  907.52KB  11.967GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.1514s  72.737us                    -               -         -         -         -  907.52KB  11.899GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.1516s  2.1760us                    -               -         -         -         -  102.52KB  44.929GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.1516s  9.7600us                    -               -         -         -         -  102.52KB  10.017GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.1518s  2.1120us                    -               -         -         -         -  102.52KB  46.291GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.1518s  9.7280us                    -               -         -         -         -  102.52KB  10.050GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.1519s  10.400us                    -               -         -         -         -  102.52KB  9.4006GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.1525s  53.536us            (400 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13378]
17.1569s  797.16us                    -               -         -         -         -  8.8625MB  10.857GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.1599s  234.15us                    -               -         -         -         -  2.6587MB  11.089GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2252s  693.57us           (1816 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13392]
17.2297s  2.9120us                    -               -         -         -         -  453.76KB  148.60GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2297s  37.280us                    -               -         -         -         -  453.76KB  11.608GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2298s  37.153us                    -               -         -         -         -  453.76KB  11.647GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2299s  5.7920us           (1816 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13455]
17.2302s  699.01us           (1816 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13457]
17.2326s  3.2960us                    -               -         -         -         -  453.76KB  131.29GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2326s  37.024us                    -               -         -         -         -  453.76KB  11.688GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2327s  37.729us                    -               -         -         -         -  453.76KB  11.470GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2352s  2.1120us                    -               -         -         -         -  114.38KB  51.650GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2352s  10.624us                    -               -         -         -         -  114.38KB  10.268GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2388s  2.1440us                    -               -         -         -         -  114.38KB  50.879GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2388s  10.688us                    -               -         -         -         -  114.38KB  10.206GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2389s  11.328us                    -               -         -         -         -  114.38KB  9.6296GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2396s  1.7920us            (458 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13667]
17.2850s  12.128us                    -               -         -         -         -  125.00KB  9.8293GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2851s  3.3600us                    -               -         -         -         -  37.500KB  10.644GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2853s  2.1440us                    -               -         -         -         -  228.77KB  101.76GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2853s  19.585us                    -               -         -         -         -  228.77KB  11.140GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2854s  2.1120us                    -               -         -         -         -  228.77KB  103.30GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2854s  19.552us                    -               -         -         -         -  228.77KB  11.158GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2856s  20.192us                    -               -         -         -         -  228.77KB  10.805GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2857s  2.1120us                    -               -         -         -         -  26.266KB  11.860GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2857s  3.9360us                    -               -         -         -         -  26.266KB  6.3640GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2859s  2.1120us                    -               -         -         -         -  26.266KB  11.860GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2859s  3.8080us                    -               -         -         -         -  26.266KB  6.5780GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2859s  4.5440us                    -               -         -         -         -  26.266KB  5.5125GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2865s  14.624us            (100 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13955]
17.2881s  200.26us                    -               -         -         -         -  2.2340MB  10.894GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2889s  56.929us                    -               -         -         -         -  686.30KB  11.497GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2896s  203.71us            (458 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [13961]
17.2931s  2.0800us                    -               -         -         -         -  114.38KB  52.444GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2931s  9.9520us                    -               -         -         -         -  114.38KB  10.961GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2932s  11.328us                    -               -         -         -         -  114.38KB  9.6296GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2933s  2.2720us            (458 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14024]
17.2935s  210.91us            (458 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [14026]
17.2951s  2.0160us                    -               -         -         -         -  114.38KB  54.109GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2951s  10.720us                    -               -         -         -         -  114.38KB  10.176GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2952s  11.328us                    -               -         -         -         -  114.38KB  9.6296GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.2963s  2.1760us                    -               -         -         -         -  29.070KB  12.741GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2963s  4.0320us                    -               -         -         -         -  29.070KB  6.8759GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2994s  2.1120us                    -               -         -         -         -  29.070KB  13.127GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.2994s  4.1600us                    -               -         -         -         -  29.070KB  6.6643GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.2994s  4.7360us                    -               -         -         -         -  29.070KB  5.8538GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3000s  1.0880us            (117 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14236]
17.3108s  2.9760us                    -               -         -         -         -  31.250KB  10.014GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3108s  1.2160us                    -               -         -         -         -  9.3750KB  7.3525GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3110s  2.1120us                    -               -         -         -         -  58.141KB  26.253GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3110s  6.3040us                    -               -         -         -         -  58.141KB  8.7956GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3111s  2.1120us                    -               -         -         -         -  58.141KB  26.253GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3111s  6.3040us                    -               -         -         -         -  58.141KB  8.7956GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3112s  6.9760us                    -               -         -         -         -  58.141KB  7.9483GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3113s  2.1120us                    -               -         -         -         -  6.8906KB  3.1115GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3113s  2.1440us                    -               -         -         -         -  6.8906KB  3.0650GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3115s  2.1120us                    -               -         -         -         -  6.8906KB  3.1115GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3115s  2.1440us                    -               -         -         -         -  6.8906KB  3.0650GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3115s  1.2160us                    -               -         -         -         -  6.8906KB  5.4041GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3121s  5.4720us             (25 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [14524]
17.3126s  47.488us                    -               -         -         -         -  581.41KB  11.676GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3129s  16.000us                    -               -         -         -         -  174.42KB  10.396GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3136s  63.584us            (117 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [14530]
17.3164s  2.0160us                    -               -         -         -         -  29.070KB  13.752GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3164s  4.0320us                    -               -         -         -         -  29.070KB  6.8759GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3164s  4.7360us                    -               -         -         -         -  29.070KB  5.8538GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3165s  1.3120us            (117 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14593]
17.3167s  67.232us            (117 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [14595]
17.3181s  2.0810us                    -               -         -         -         -  29.070KB  13.322GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3181s  4.0640us                    -               -         -         -         -  29.070KB  6.8218GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3181s  4.7360us                    -               -         -         -         -  29.070KB  5.8538GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3190s  2.1440us                    -               -         -         -         -  7.5078KB  3.3396GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3190s  2.1760us                    -               -         -         -         -  7.5078KB  3.2904GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3223s  2.1440us                    -               -         -         -         -  7.5078KB  3.3396GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3224s  2.1760us                    -               -         -         -         -  7.5078KB  3.2904GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3224s  1.1840us                    -               -         -         -         -  7.5078KB  6.0473GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3230s     864ns             (31 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14805]
17.3326s  1.1840us                    -               -         -         -         -  7.8125KB  6.2927GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3327s  1.2160us                    -               -         -         -         -  2.3438KB  1.8381GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3328s  2.1120us                    -               -         -         -         -  15.016KB  6.7803GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3328s  2.9440us                    -               -         -         -         -  15.016KB  4.8641GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3334s  2.1440us                    -               -         -         -         -  15.016KB  6.6791GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3335s  2.9440us                    -               -         -         -         -  15.016KB  4.8641GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3335s  1.3760us                    -               -         -         -         -  15.016KB  10.407GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3336s  1.2160us                    -               -         -         -         -  1.8906KB  1.4828GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3336s  1.7280us                    -               -         -         -         -  1.8906KB  1.0434GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3338s  1.2160us                    -               -         -         -         -  1.8906KB  1.4828GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3338s  1.9200us                    -               -         -         -         -  1.8906KB  961.62MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3338s  1.2160us                    -               -         -         -         -  1.8906KB  1.4828GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3345s  2.8800us              (7 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [15093]
17.3348s  14.464us                    -               -         -         -         -  150.16KB  9.9005GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3349s  3.9360us                    -               -         -         -         -  45.047KB  10.915GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3356s  23.840us             (31 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [15099]
17.3385s  2.0800us                    -               -         -         -         -  7.5078KB  3.4423GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
17.3385s  1.8880us                    -               -         -         -         -  7.5078KB  3.7924GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
17.3385s  1.1840us                    -               -         -         -         -  7.5078KB  6.0473GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
17.3386s     865ns             (31 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [15162]
17.3388s  23.393us             (31 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [15164]
