==18462== NVPROF is profiling process 18462, command: python3 /home/clara/GMGGPU-Evaluation/untitled/3D.py 4 7 7
==18462== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/3D.py 4 7 7
==18462== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
6.72174s  25.216us                    -               -         -         -         -  288.91KB  10.926GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.72191s  9.3760us                    -               -         -         -         -  86.672KB  8.8158GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.72272s  35.872us             (58 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [11193]
6.72581s  2.0160us                    -               -         -         -         -  14.445KB  6.8334GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.72582s  2.8800us                    -               -         -         -         -  14.445KB  4.7834GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.72586s  1.4080us                    -               -         -         -         -  14.445KB  9.7842GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.72593s  1.3760us             (58 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [11256]
6.72618s  35.616us             (58 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [11258]
6.72774s  2.0160us                    -               -         -         -         -  14.445KB  6.8334GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.72775s  2.8800us                    -               -         -         -         -  14.445KB  4.7834GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.72779s  1.3770us                    -               -         -         -         -  14.445KB  10.004GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.72861s  1.2160us                    -               -         -         -         -  3.7813KB  2.9655GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.72862s  1.6640us                    -               -         -         -         -  3.7813KB  2.1671GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.73193s  1.2160us                    -               -         -         -         -  3.7813KB  2.9655GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.73194s  1.6640us                    -               -         -         -         -  3.7813KB  2.1671GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.73197s  1.2160us                    -               -         -         -         -  3.7813KB  2.9655GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.73262s  1.1520us             (16 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [11468]
6.74287s  1.1840us                    -               -         -         -         -  3.8281KB  3.0834GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.74298s  1.2160us                    -               -         -         -         -  1.1484KB  922.30MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.74313s  2.1120us                    -               -         -         -         -  7.5625KB  3.4148GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.74314s  2.1760us                    -               -         -         -         -  7.5625KB  3.3144GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.74326s  2.1760us                    -               -         -         -         -  7.5625KB  3.3144GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.74327s  1.9200us                    -               -         -         -         -  7.5625KB  3.7563GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.74330s  1.2160us                    -               -         -         -         -  7.5625KB  5.9311GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.74340s  1.1840us                    -               -         -         -         -  1.0000KB  824.80MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.74341s     832ns                    -               -         -         -         -  1.0000KB  1.1462GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.74354s  1.2160us                    -               -         -         -         -  1.0000KB  803.09MB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.74355s  1.5680us                    -               -         -         -         -  1.0000KB  622.81MB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.74357s  1.2160us                    -               -         -         -         -  1.0000KB  803.09MB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.74424s  2.7200us              (4 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [11730]
6.74444s  8.3200us                    -               -         -         -         -  75.625KB  8.6685GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.74457s  2.4000us                    -               -         -         -         -  22.688KB  9.0152GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.74532s  20.352us             (16 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [11736]
6.74842s  1.2160us                    -               -         -         -         -  3.7813KB  2.9655GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.74843s  1.6960us                    -               -         -         -         -  3.7813KB  2.1262GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.74846s  1.1840us                    -               -         -         -         -  3.7813KB  3.0457GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.74853s     992ns             (16 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [11799]
6.74879s  19.553us             (16 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [11801]
6.75024s  1.2160us                    -               -         -         -         -  3.7813KB  2.9655GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.75025s  1.6320us                    -               -         -         -         -  3.7813KB  2.2096GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.75028s  1.1840us                    -               -         -         -         -  3.7813KB  3.0457GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.75274s  8.2240us                    -               -         -         -         -  887.26KB  102.89GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.75276s  82.113us                    -               -         -         -         -  887.26KB  10.305GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.75314s  7.8400us                    -               -         -         -         -  887.26KB  107.93GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.75315s  70.784us                    -               -         -         -         -  887.26KB  11.954GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.75327s  71.456us                    -               -         -         -         -  887.26KB  11.842GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.75346s  2.1120us                    -               -         -         -         -  223.13KB  100.76GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.75347s  19.137us                    -               -         -         -         -  223.13KB  11.120GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.75415s  2.5920us                    -               -         -         -         -  223.13KB  82.097GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.75415s  19.265us                    -               -         -         -         -  223.13KB  11.046GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.75420s  19.776us                    -               -         -         -         -  223.13KB  10.760GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.75427s  7.9680us            (222 1 1)       (256 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__fill::functor<thrust::device_ptr<double>, double>, long>, thrust::cuda_cub::__fill::functor<thrust::device_ptr<double>, double>, long>(thrust::device_ptr<double>, double) [12748]
6.75431s  15.904us                    -               -         -         -         -  887.26KB  53.204GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
6.75723s  3.4240us            (893 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12755]
6.76702s  16.736us                    -               -         -         -         -  1.7329MB  101.12GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.76705s  139.87us                    -               -         -         -         -  1.7329MB  12.099GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.76794s  13.921us                    -               -         -         -         -  1.7329MB  121.57GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
6.76796s  140.51us                    -               -         -         -         -  1.7329MB  12.044GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
6.76851s  140.00us                    -               -         -         -         -  1.7329MB  12.088GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
6.76933s  97.889us            (784 1 1)        (32 1 1)        70        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [12866]
7.06061s  433.09us                    -               -         -         -         -  4.3323MB  9.7688GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
7.16430s  110.50us                    -               -         -         -         -  1.2997MB  11.487GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
7.65371s  911.49us           (3550 1 1)        (32 1 1)        90        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_restrict [12880]
7.65482s  1.2160us                    -               -         -         -         -  8.7500KB  6.8624GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
7.65911s  1.2160us                    -               -         -         -         -  2.6250KB  2.0587GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
7.72285s  1.3440us             (21 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12894]
